anchor,positive,negative,label
augmentedv2_images\FMD-118-M_aug_1.jpg,augmentedv2_images\FMD-118-D_aug_2.jpg,augmentedv2_images\fd_004_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0014.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0211.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-228-M.jpg,similar face
augmentedv2_images\fd_129_1_aug_1.jpg,augmentedv2_images\fd_129_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_055.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_230_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_207_2.jpg,augmentedv2_images\FMSD-89-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_074_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_165_2.jpg,augmentedv2_images\fd_197_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-146-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-146-D.jpg,augmentedv2_images\FMD-45-F_aug_1.jpg,mother-dau
augmentedv2_images\Colin_Powell_0063_aug_1.jpg,augmentedv2_images\Colin_Powell_0170_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-27-F.jpg,similar face
augmentedv2_images\ms_155_1_aug_1.jpg,augmentedv2_images\ms_208_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_192_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-152-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-152-S.jpg,augmentedv2_images\fd_071_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_093_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_190_2.jpg,augmentedv2_images\FMSD-100-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_088_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_174_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-28-M.jpg,none
augmentedv2_images\FMSD-111-F_aug_1.jpg,augmentedv2_images\FMSD-111-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0063.jpg,father-dau
augmentedv2_images\FMSD-152-F_aug_1.jpg,augmentedv2_images\FMSD-152-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_032_1.jpg,father-son
augmentedv2_images\Colin_Powell_0027_aug_1.jpg,augmentedv2_images\Colin_Powell_0192_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_111_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-209-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-209-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-187-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0005.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0127.jpg,augmentedv2_images\ms_205_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-229-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-229-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-12-M.jpg,mother-dau
augmentedv2_images\fs_057_1_aug_1.jpg,augmentedv2_images\fs_136_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_103_1.jpg,none
augmentedv2_images\Colin_Powell_0055_aug_1.jpg,augmentedv2_images\Colin_Powell_0171_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_213_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_089_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_100_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-66-M.jpg,none
augmentedv2_images\fs_061_1_aug_1.jpg,augmentedv2_images\fs_105_2_aug_2.jpg,augmentedv2_images\FMSD-195-M_aug_1.jpg,none
augmentedv2_images\FMSD-226-M_aug_1.jpg,augmentedv2_images\FMSD-226-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-158-M.jpg,mother-son
augmentedv2_images\ms_092_1_aug_1.jpg,augmentedv2_images\ms_092_2_aug_2.jpg,augmentedv2_images\fs_211_1_aug_1.jpg,mother-son
augmentedv2_images\Colin_Powell_0030_aug_1.jpg,augmentedv2_images\Colin_Powell_0157_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_225_1.jpg,similar face
augmentedv2_images\FMSD-215-F_aug_1.jpg,augmentedv2_images\FMSD-215-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_126_1.jpg,father-son
augmentedv2_images\FMSD-155-M_aug_1.jpg,augmentedv2_images\FMSD-155-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-248-F.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-216-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-216-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_041_1.jpg,father-son
augmentedv2_images\FMSD-178-M_aug_1.jpg,augmentedv2_images\FMSD-178-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_005_1.jpg,mother-dau
augmentedv2_images\FMSD-128-F_aug_1.jpg,augmentedv2_images\FMSD-128-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-108-F.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_065_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_065_2.jpg,augmentedv2_images\Colin_Powell_0055_aug_1.jpg,mother-dau
augmentedv2_images\fs_168_1_aug_1.jpg,augmentedv2_images\fs_168_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_242_1.jpg,father-son
augmentedv2_images\fs_019_1_aug_1.jpg,augmentedv2_images\fs_019_2_aug_2.jpg,augmentedv2_images\Colin_Powell_0034_aug_1.jpg,father-son
augmentedv2_images\FMD-139-F_aug_1.jpg,augmentedv2_images\FMD-139-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_116_1.jpg,father-dau
augmentedv2_images\fd_168_1_aug_1.jpg,augmentedv2_images\fd_168_2_aug_2.jpg,augmentedv2_images\FMS-59-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0011.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0032.jpg,augmentedv2_images\fs_012_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-63-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-63-S.jpg,augmentedv2_images\Ariel_Sharon_0029_aug_1.jpg,mother-son
augmentedv2_images\FMSD-117-M_aug_1.jpg,augmentedv2_images\FMSD-117-S_aug_2.jpg,augmentedv2_images\FMSD-92-F_aug_1.jpg,mother-son
augmentedv2_images\FMD-166-M_aug_1.jpg,augmentedv2_images\FMD-166-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_068_1.jpg,mother-dau
augmentedv2_images\md_025_1_aug_1.jpg,augmentedv2_images\md_124_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-20-F.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-282-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-282-S.jpg,augmentedv2_images\md_188_1_aug_1.jpg,mother-son
augmentedv2_images\FMSD-195-M_aug_1.jpg,augmentedv2_images\FMSD-195-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0062_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0064.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0142.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-16-F.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_003_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_003_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_184_1.jpg,mother-dau
augmentedv2_images\md_181_1_aug_1.jpg,augmentedv2_images\md_181_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-284-F.jpg,mother-dau
augmentedv2_images\ms_197_1_aug_1.jpg,augmentedv2_images\ms_197_2_aug_2.jpg,augmentedv2_images\fs_121_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-47-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-47-S.jpg,augmentedv2_images\fd_059_1_aug_1.jpg,mother-son
augmentedv2_images\Cesar_Gaviria_0001_aug_1.jpg,augmentedv2_images\Cesar_Gaviria_0006_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_230_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-8-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-8-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alejandro_Toledo\Alejandro_Toledo_0011.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-91-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-91-D.jpg,augmentedv2_images\FMD-67-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_159_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_159_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_175_1.jpg,father-son
augmentedv2_images\ms_143_1_aug_1.jpg,augmentedv2_images\ms_005_2_aug_2.jpg,augmentedv2_images\fd_185_1_aug_1.jpg,none
augmentedv2_images\FMSD-96-F_aug_1.jpg,augmentedv2_images\FMSD-96-D_aug_2.jpg,augmentedv2_images\FMS-128-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_047_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_047_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_131_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_188_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_044_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-46-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_202_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_142_2.jpg,augmentedv2_images\Colin_Powell_0064_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-175-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-175-S.jpg,augmentedv2_images\ms_225_1_aug_1.jpg,father-son
augmentedv2_images\ms_158_1_aug_1.jpg,augmentedv2_images\ms_158_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-170-F.jpg,mother-son
augmentedv2_images\FMD-5-F_aug_1.jpg,augmentedv2_images\FMD-5-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0075.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_215_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_215_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-102-F.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0015.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0017.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-144-F.jpg,similar face
augmentedv2_images\FMS-14-M_aug_1.jpg,augmentedv2_images\FMS-14-S_aug_2.jpg,augmentedv2_images\md_055_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_091_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_091_2.jpg,augmentedv2_images\md_236_1_aug_1.jpg,father-son
augmentedv2_images\FMSD-56-F_aug_1.jpg,augmentedv2_images\FMSD-56-S_aug_2.jpg,augmentedv2_images\FMD-180-M_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_178_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_178_2.jpg,augmentedv2_images\fd_053_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_095_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_097_2.jpg,augmentedv2_images\fs_030_1_aug_1.jpg,none
augmentedv2_images\FMD-217-F_aug_1.jpg,augmentedv2_images\FMD-217-D_aug_2.jpg,augmentedv2_images\fs_017_1_aug_1.jpg,father-dau
augmentedv2_images\Colin_Powell_0022_aug_1.jpg,augmentedv2_images\Colin_Powell_0025_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_012.jpg,similar face
augmentedv2_images\FMS-149-F_aug_1.jpg,augmentedv2_images\FMS-149-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-99-M.jpg,father-son
augmentedv2_images\fs_183_1_aug_1.jpg,augmentedv2_images\fs_183_2_aug_2.jpg,augmentedv2_images\Andre_Agassi_0021_aug_1.jpg,father-son
augmentedv2_images\FMD-145-M_aug_1.jpg,augmentedv2_images\FMD-145-D_aug_2.jpg,augmentedv2_images\fs_118_1_aug_1.jpg,mother-dau
augmentedv2_images\Colin_Powell_0073_aug_1.jpg,augmentedv2_images\Colin_Powell_0175_aug_2.jpg,augmentedv2_images\FMSD-19-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_221_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_163_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-239-F.jpg,none
augmentedv2_images\fd_174_1_aug_1.jpg,augmentedv2_images\fd_174_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-103-F.jpg,father-dau
augmentedv2_images\FMSD-79-M_aug_1.jpg,augmentedv2_images\FMSD-79-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0027_aug_1.jpg,mother-son
augmentedv2_images\FMD-217-M_aug_1.jpg,augmentedv2_images\FMD-217-D_aug_2.jpg,augmentedv2_images\FMS-253-M_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ann_Veneman\Ann_Veneman_0003.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ann_Veneman\Ann_Veneman_0008.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-7-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-25-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-25-S.jpg,augmentedv2_images\FMSD-158-F_aug_1.jpg,mother-son
augmentedv2_images\FMS-271-M_aug_1.jpg,augmentedv2_images\FMS-271-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0023_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0059.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0147.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_059_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-122-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-122-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_103_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-181-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-181-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-104-M.jpg,father-son
augmentedv2_images\FMD-239-M_aug_1.jpg,augmentedv2_images\FMD-239-D_aug_2.jpg,augmentedv2_images\FMD-231-F_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-199-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-199-S.jpg,augmentedv2_images\fs_208_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-217-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-217-S.jpg,augmentedv2_images\fd_197_1_aug_1.jpg,mother-son
augmentedv2_images\FMD-148-M_aug_1.jpg,augmentedv2_images\FMD-148-D_aug_2.jpg,augmentedv2_images\fs_005_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0021.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0173.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-122-F.jpg,similar face
augmentedv2_images\ms_103_1_aug_1.jpg,augmentedv2_images\ms_201_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-6-F.jpg,none
augmentedv2_images\Antonio_Palocci_0001_aug_1.jpg,augmentedv2_images\Antonio_Palocci_0002_aug_2.jpg,augmentedv2_images\FMSD-124-M_aug_1.jpg,similar face
augmentedv2_images\FMSD-228-M_aug_1.jpg,augmentedv2_images\FMSD-228-S_aug_2.jpg,augmentedv2_images\FMSD-174-M_aug_1.jpg,mother-son
augmentedv2_images\fd_083_1_aug_1.jpg,augmentedv2_images\fd_083_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_167_1.jpg,father-dau
augmentedv2_images\FMS-48-F_aug_1.jpg,augmentedv2_images\FMS-48-S_aug_2.jpg,augmentedv2_images\FMS-101-M_aug_1.jpg,father-son
augmentedv2_images\FMSD-20-F_aug_1.jpg,augmentedv2_images\FMSD-20-D_aug_2.jpg,augmentedv2_images\Colin_Powell_0055_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Augusto_Pinochet\Augusto_Pinochet_0001.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Augusto_Pinochet\Augusto_Pinochet_0002.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-203-M.jpg,similar face
augmentedv2_images\FMS-231-F_aug_1.jpg,augmentedv2_images\FMS-231-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_131_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0039.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0067.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_214_1.jpg,similar face
augmentedv2_images\FMS-195-M_aug_1.jpg,augmentedv2_images\FMS-195-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0013_aug_1.jpg,mother-son
augmentedv2_images\fs_004_1_aug_1.jpg,augmentedv2_images\fs_004_2_aug_2.jpg,augmentedv2_images\ms_165_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_113.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_113.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-171-M.jpg,mother-dau
augmentedv2_images\FMSD-81-F_aug_1.jpg,augmentedv2_images\FMSD-81-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_123.jpg,father-dau
augmentedv2_images\FMD-34-F_aug_1.jpg,augmentedv2_images\FMD-34-D_aug_2.jpg,augmentedv2_images\FMSD-96-F_aug_1.jpg,father-dau
augmentedv2_images\ms_214_1_aug_1.jpg,augmentedv2_images\ms_214_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_056_1.jpg,mother-son
